variant	canonical	count_2026_09_24	status	note
batata	bataata	3	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
jaunga	jaaunga	3	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
zamane	zamaane	3	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
utarte	utarte	3	keep	owner Q7 2026-09-25: verb pair - suggested merge was wrong
shayar	shaayar	3	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
bulaya	bulaaya	3	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
saa'at	saa-at	2	decided	R5 owner ruling 2026-09-25: saat would clash with seven
jahanon	jahaanon	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
malik	maalik	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
mal	mal	2	keep	owner Q7 2026-09-25: different word - suggested merge was wrong
darana	daraana	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
fasad	fasaad	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
aasmani	aasmaani	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
andheriyan	andheriyaan	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
ba-wujood	baa-wujood	2	decided	owner FINAL-REVIEW A1 2026-09-26: prefix با is baa- (Urdu-checked, always با for this word)
raah-e-rast	raah-e-raast	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
lata	laata	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
kaahin	kaahin	2	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked (other: current spelling confirmed)
taabedari	taabedaari	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
farmaye	farmaaye	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
janon	jaanon	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
zaban	zabaan	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
paidawaar	paidaawaar	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
dikhata	dikhaata	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
musalmaano	musalmaano	2	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked (other: current spelling confirmed)
guman	gumaan	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
halakat	halaakat	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
ma	maa	2	needs-review	R1 auto: doubled form of a mixed cluster
ilawa	ilaawa	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
nikalna	nikalna	2	keep	owner Q7 2026-09-25: verb pair - suggested merge was wrong
ahkam	ahkaam	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
jayegi	jaayegi	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
badkaron	badkaaron	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
yahood-o-nasara	yahood-o-nasaara	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
darane	daraane	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
baton	baaton	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
kaaron	kaaron	2	keep	owner Q7 2026-09-25: bad target - suggested merge was wrong
tilawat	tilaawat	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
paya	paaya	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
awaz	aawaaz	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
khas	khaas	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
pukara	pukaara	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
mano	maano	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
musafiron	musaafiron	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
itteba	ittebaa	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
badaaiyan	badaaiyaan	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
talash	talaash	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
nikala	nikala	2	keep	owner Q7 2026-09-25: verb pair - suggested merge was wrong
baa-khabar	baa-khabar	2	keep	owner FINAL-REVIEW A1 2026-09-26: prefix با is baa- (Urdu-checked, always با for this word)
lane	laane	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
sharab	sharaab	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
khairkhwahi	khairkhwaahi	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
bahami	baahami	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
lagaye	lagaaye	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
taleem	taleem	2	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
baadshaah	baadshaah	2	keep	owner FINAL-REVIEW A3 2026-09-26
muqabla	muqaabla	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
be-niyaz	be-niyaaz	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
achanak	achaanak	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
malon	malon	2	keep	closed 2026-09-26: variant no longer in the text
banata	banaata	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
chhudane	chhudaane	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
farmabardari	farmaanbardaari	2	decided	owner FINAL-REVIEW A3 2026-09-26
laiq	laaiq	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
mani	mani	2	keep	owner Q7 2026-09-25: different word - suggested merge was wrong
sardar	sardaar	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
hawariyon	hawaariyon	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
chahti	chaahti	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
lana	laana	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
paoge	paaoge	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
ladai	ladaai	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
waqiat	waaqiaat	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
anjam	anjaam	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
hari	hari	2	keep	owner Q7 2026-09-25: different word - suggested merge was wrong
badgumaniyan	badgumaaniyan	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
namumkin	naamumkin	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
bigad	bigad	2	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
ba-awaz-e-buland	ba-aawaz-e-buland	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
buraiyan	buraaiyaan	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
kaamyabi	kaamyaabi	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
pilaya	pilaaya	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
shahwat-rani	shahwat-raani	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
laundiyan	laundiyaan	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
khawind	khawind	2	keep	owner Q7 2026-09-25: bad target - suggested merge was wrong
khalain	khaalain	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
shaista	shaaista	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
rahat	raahat	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
dalen	daalen	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
pahunchana	pahunchaana	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
lihaza	lihaaza	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
hare	hare	2	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
irade	iraade	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
raah-e-hidayat	raah-e-hidaayat	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
shamil	shaamil	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
farmayega	farmaayega	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
ruswai	ruswaai	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
jahiliyat	jaahiliyat	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
bandhe	bandhe	2	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
rafaqat	rafaaqat	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
qabil-e-zikr	qaabil-e-zikr	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
tareekiyon	taareekiyon	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
sara	sara	2	keep	closed 2026-09-26: variant no longer in the text
guzarta	guzarta	2	keep	owner Q7 2026-09-25: verb pair - suggested merge was wrong
beemari	beemaari	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
tareeki	taareeki	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
sachchai	sachchaai	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
sawari	sawaari	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
talega	talega	2	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
pahunchata	pahunchaata	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
salim	saalim	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
rawana	rawaana	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
qarabat-daron	qaraabat-daaron	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
khwaab	khwaab	2	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked (other: current spelling confirmed)
dikhai	dikhaai	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
khayenge	khaayenge	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
daimi	daaimi	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
neko-karon	neko-kaaron	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
dehati	dehaati	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
banai	banaai	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
faide	faaide	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
nishan-e-ibrat	nishaan-e-ibrat	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
ziyan-kaar	ziyaan-kaar	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
tawana	tawaana	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
farmanrawaai	farmaanrawaai	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
mehrban	mehrbaan	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
shukr-guzari	shukr-guzaari	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
andhi	andhi	2	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
lagao	lagaao	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
budhape	budhaape	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
haalon	haalon	2	keep	owner Q7 2026-09-25: bad target - suggested merge was wrong
deewar	deewaar	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
zindagani-e-dunya	zindagaani-e-dunya	2	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
wail'	wail	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
ibtidaa'an	ibtidaa'an	1	keep	closed 2026-09-26: variant no longer in the text
itaa'at-guzaar	itaat-guzaar	1	decided	owner batch-01 2026-09-25 (same word)
fe'l	fe'l	1	keep	closed 2026-09-26: variant no longer in the text
ma'aasi	maa'asi	1	decided	owner 2026-09-26: maa'asi keeps its apostrophe (R5 exception; avoids maasi = maternal aunt)
mustahiq-e-shafaa'at	mustahiq-e-shafaat	1	decided	owner Q24 2026-09-25: same word as shafaat
pehchana	pehchaana	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
jahalat	jahaalat	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
dikhane	dikhaane	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
late	laate	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
namaaz	namaaz	1	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked (other: current spelling confirmed)
utara	utara	1	keep	owner Q7 2026-09-25: verb pair - suggested merge was wrong
kafiron	kaafiron	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
islah	islaah	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
khabardar	khabardaar	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
layen	layen	1	keep	closed 2026-09-26: variant no longer in the text
hojao	hojaao	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
mazaq	mazaaq	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
ungliyan	ungliyaan	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
bachao	bachaao	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
saf	saf	1	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
uthane	uthaane	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
haalanke	haalaanke	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
thak	thak	1	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
chhupate	chhupaate	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
chhupao	chhupaao	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
shaq	shaq	1	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
mulaqaat	mulaaqaat	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
jane	jaane	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
khatayen	khatayein	1	decided	owner 2026-09-26: plural nouns take -ein (R2 as written)
dali	dali	1	keep	closed 2026-09-26: variant no longer in the text
maro	maro	1	keep	owner Q7 2026-09-25: verb pair - suggested merge was wrong
barah	baarah	1	needs-review	R1 auto: doubled form of a mixed cluster
pehchan	pehchan	1	keep	closed 2026-09-26: variant no longer in the text
khane	khaane	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
nasara	nasaara	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
pahad	pahaad	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
tham	tham	1	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
naujawan	naujawaan	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
hal	hal	1	keep	owner Q7 2026-09-25: different word - suggested merge was wrong
dala	daala	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
khwaahish	khwaahish	1	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked (other: current spelling confirmed)
khilaf	khilaaf	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
bahana	bahaana	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
iqrar	iqraar	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
shahid	shaahid	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
ruswayi	ruswaayi	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
ao	aao	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
sulaimaan	sulaimaan	1	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked (other: current spelling confirmed)
kash	kaash	1	needs-review	R1 auto: doubled form of a mixed cluster
sawab	sawaab	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
qadir	qaadir	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
khate	khaate	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
tabe	taabe	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
imam	imaam	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
banayi	banaayi	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
farmanbardari	farmaanbardaari	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
aaba-o-ajdaad	aabaa-o-ajdaad	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
ishaq	ishaaq	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
shahaadat	shahaadat	1	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked (other: current spelling confirmed)
sawal	sawaal	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
tabedaar	taabedaar	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
baqi	baaqi	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
pyas	pyaas	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
hidayat-yafta	hidayat-yaafta	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
phailaa	phaila	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
qudrat-e-ilahi	qudrat-e-ilaahi	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
taqat	taaqat	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
tabedaron	taabedaaron	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
nate	nate	1	keep	closed 2026-09-26: variant no longer in the text
dade	daade	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
parhezgar	parhezgaar	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
aasani	aasaani	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
ruko	ruko	1	keep	closed 2026-09-26: variant no longer in the text
waaqee	waaqee	1	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked (other: current spelling confirmed)
ba-ilm	baa-ilm	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
haq-o-batil	haq-o-baatil	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
musafir	musaafir	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
ehsan	ehsaan	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
qurban-gaah	qurbaan-gaah	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
wapsi	waapsi	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
zikr-e-ilahi	zikr-e-ilaahi	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
hisab	hisaab	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
napasand	naapasand	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
inteha	intehaa	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
rehmat-e-ilahi	rehmat-e-ilaahi	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
zaid	zaid	1	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
taa-waqteke	taa-waqteke	1	keep	owner Q7 2026-09-25: bad target - suggested merge was wrong
bulata	bulaata	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
parhezgari	parhezgaari	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
burdbar	burdbaar	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
talluq	talluq	1	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
tajawuz	tajaawuz	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
pahunchane	pahunchaane	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
razamand	razaamand	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
kamil	kaamil	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
waris	waaris	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
hawale	hawaale	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
lagaya	lagaaya	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
tadad	tadad	1	keep	closed 2026-09-26: variant no longer in the text
mare	mare	1	keep	owner Q7 2026-09-25: verb pair - suggested merge was wrong
paighaambar	paighaambar	1	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked (other: current spelling confirmed)
sabit-qadmi	saabit-qadmi	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
qaum-e-kuffar	qaum-e-kuffaar	1	decided	owner batch-01 2026-09-25: accepted words inside a compound only
dafaa	dafa	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
ongh	ongh	1	keep	owner Q7 2026-09-25: bad target - suggested merge was wrong
maaboodon	maaboodon	1	keep	closed 2026-09-26: variant no longer in the text
auliya	auliyaa	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
jilata	jilaata	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
marta	marta	1	keep	owner Q7 2026-09-25: verb pair - suggested merge was wrong
banate	banaate	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
baaliyan	baaliyaan	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
khairat	khairaat	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
bagh	baagh	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
be-parwah	be-parwaah	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
maloon	maloon	1	keep	owner Q7 2026-09-25: different word - suggested merge was wrong
deni	deni	1	keep	owner Q7 2026-09-25: verb pair - suggested merge was wrong
bachane	bachaane	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
chaupaye	chaupaaye	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
samaan	saamaan	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
saman	saamaan	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
rogardani	rugardaani	1	decided	owner batch-01 2026-09-25 (same word)
bhalaaiyan	bhalaaiyaan	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
jaandar	jaandaar	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
khandaan	khaandaan	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
jahilon	jaahilon	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
bataye	bataaye	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
iqrari	iqraari	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
nafarman	naafarmaan	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
farmabardar	farmaanbardaar	1	decided	owner FINAL-REVIEW A3 2026-09-26
amaan	amaan	1	keep	owner Q7 2026-09-25: different word - suggested merge was wrong
ba-qaida	baa-qaaida	1	decided	owner FINAL-REVIEW A3 2026-09-26
guzari	guzari	1	keep	owner Q7 2026-09-25: verb pair - suggested merge was wrong
raste	raste	1	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
waqiaat	waaqiaat	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
naraazgi	naaraazgi	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
sunata	sunaata	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
khushiyan	khushiyaan	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
alamnaak	alamnaak	1	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked (other: current spelling confirmed)
manen	maanen	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
jari	jaari	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
aazmate	aazmaate	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
nadaani	naadaani	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
uthao	uthaao	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
malikon	malikon	1	keep	owner Q7 2026-09-25: bad target - suggested merge was wrong
qaide	qaaide	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
khwahishaat	khwaahishaat	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
nafarmaaniyan	naafarmaaniyaan	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
chahenge	chaahenge	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
bandha	bandha	1	keep	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
aitiqad	aitiqaad	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
jayengi	jaayengi	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
chhaon	chhaaon	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
pahunchao	pahunchaao	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
inayat	inaayat	1	decided	owner go 2026-09-26: R1 checked against the Urdu letters (AI), spot-checked
